libglx-mesa0	libgl1-mesa-dri, mesa-libgallium (= 26.1.6-1), libc6 (>= 2.38), libdrm2 (>= 2.4.134-3~), libexpat1 (>= 2.0.1), libgcc-s1 (>= 3.4), libx11-6 (>= 2:1.4.99.1), libx11-xcb1, libxcb-dri3-0, libxcb-glx0 (>= 1.8), libxcb-present0, libxcb-shm0, libxcb-xfixes0, libxcb1, libxext6, libxxf86vm1 (>= 1:1.1.4)	
libglx0	libc6 (>= 2.38), libglvnd0 (= 1.7.0-3+b1), libx11-6 (>= 2:1.4.99.1), libglx-mesa0	
libglycin-2-0	glycin-loaders (>= 2~), libc6 (>= 2.39), libfontconfig1 (>= 2.12.6), libgcc-s1 (>= 4.2), libglib2.0-0t64 (>= 2.68.0), liblcms2-2 (>= 2.2+git20110628), libseccomp2 (>= 2.1.0)	
libgme0	libc6 (>= 2.38), libstdc++6 (>= 4.1.1), zlib1g (>= 1:1.1.4)	
libgmp10	libc6 (>= 2.38)	
libgnutls30t64	libc6 (>= 2.38), libgmp10 (>= 2:6.3.0+dfsg), libhogweed6t64 (>= 3.10), libidn2-0 (>= 2.0.0), libnettle8t64 (>= 3.10), libp11-kit0 (>= 0.25.1), libtasn1-6 (>= 4.14), libunistring5 (>= 1.1)	
libgomp1	gcc-16-base (= 16.2.0-1), libc6 (>= 2.38)	
libgpg-error-l10n		
libgpg-error0	libc6 (>= 2.38)	libgpg-error-l10n
libgpm2	libc6 (>= 2.38)	
libgprofng0	libbinutils (= 2.47-2), libc6 (>= 2.38), libgcc-s1 (>= 3.3.1), libstdc++6 (>= 14), zlib1g (>= 1:1.1.4)	
libgraphite2-3	libc6 (>= 2.14)	
libgs-common		
libgs10	libgs10-common (= 10.07.1~dfsg-1), poppler-data, libc6 (>= 2.38), libcups2t64 (>= 2.3~b6), libfontconfig1 (>= 2.12.6), libfreetype6 (>= 2.10.1), libidn12 (>= 1.13), libijs-0.35 (>= 0.35), libjbig2dec0 (>= 0.16+20190905), libjpeg62-turbo (>= 1.3.1), liblcms2-2 (>= 2.6), libopenjp2-7 (>= 2.0.0), libpaper2 (>= 2.2.5), libpng16-16t64 (>= 1.6.46), libtiff6 (>= 4.0.3), libx11-6, libxt6t64, zlib1g (>= 1:1.2.0)	
libgs10-common	fonts-urw-base35 (>= 20200910), libgs-common	fonts-droid-fallback
libgsm1	libc6 (>= 2.4)	
libgssapi-krb5-2	libkrb5-3 (= 1.22.1-3), libc6 (>= 2.38), libcom-err2 (>= 1.43.9), libk5crypto3 (>= 1.20), libkrb5support0 (= 1.22.1-3)	
libgtk-3-0t64	adwaita-icon-theme, hicolor-icon-theme, shared-mime-info, libatk-bridge2.0-0t64 (>= 2.15.1), libatk1.0-0t64 (>= 2.35.1), libc6 (>= 2.38), libcairo-gobject2 (>= 1.14.0), libcairo2 (>= 1.14.0), libcloudproviders0 (>= 0.3.2), libcolord2 (>= 0.1.10), libcups2t64 (>= 1.7.0), libepoxy0 (>= 1.4.3), libfontconfig1 (>= 2.12.6), libfribidi0 (>= 0.19.7), libgdk-pixbuf-2.0-0 (>= 2.40.0), libglib2.0-0t64 (>= 2.78.0), libharfbuzz0b (>= 2.2.0), libpango-1.0-0 (>= 1.45.5), libpangocairo-1.0-0 (>= 1.44.0), libpangoft2-1.0-0 (>= 1.44.0), libwayland-client0 (>= 1.23), libwayland-cursor0 (>= 1.23), libwayland-egl1 (>= 1.23), libx11-6 (>= 2:1.4.99.1), libxcomposite1 (>= 1:0.4.6), libxcursor1 (>> 1.1.2), libxdamage1 (>= 1:1.1), libxext6, libxfixes3, libxi6 (>= 2:1.2.99.4), libxinerama1 (>= 2:1.1.4), libxkbcommon0 (>= 0.5.0), libxrandr2 (>= 2:1.5.0), libgtk-3-common (>= 3.24.52-1)	ibus-gtk3, libgtk-3-bin, librsvg2-common
libgtk-3-bin	gtk-update-icon-cache, libc6 (>= 2.38), libcairo2 (>= 1.14.0), libgdk-pixbuf-2.0-0 (>= 2.40.0), libglib2.0-0t64 (>= 2.57.2), libgtk-3-0t64 (>= 3.24.52-1), libgtk-3-common (>= 3.24.52-1)	
libgtk-3-common	dconf-gsettings-backend | gsettings-backend	libgtk-3-0t64
libharfbuzz0b	libc6 (>= 2.38), libfreetype6 (>= 2.11.1), libglib2.0-0t64 (>= 2.32.0), libgraphite2-3 (>= 1.2.2)	
libhdr-histogram6	libc6 (>= 2.38), zlib1g (>= 1:1.2.0)	
libheif-plugin-aomenc	libheif1 (= 1.23.1-1), libaom3 (>= 3.2.0), libc6 (>= 2.14), libgcc-s1 (>= 3.0), libstdc++6 (>= 13)	
libheif-plugin-dav1d	libheif1 (= 1.23.1-1), libc6 (>= 2.14), libdav1d7 (>= 0.1.0), libgcc-s1 (>= 3.0), libstdc++6 (>= 13)	
libheif-plugin-libde265	libheif1 (= 1.23.1-1), libc6 (>= 2.14), libde265-0 (>= 1.1.1), libgcc-s1 (>= 3.0), libstdc++6 (>= 13)	
libheif-plugin-x265	libheif1 (= 1.23.1-1), libc6 (>= 2.14), libgcc-s1 (>= 3.0), libstdc++6 (>= 13), libx265-216 (>= 4.2)	
libheif1	libbrotli1 (>= 0.6.0), libc6 (>= 2.38), libgcc-s1 (>= 3.0), libsharpyuv0 (>= 1.5.0), libstdc++6 (>= 13.1), zlib1g (>= 1:1.1.4), libheif-plugin-libde265 (= 1.23.1-1), libheif-plugin-dav1d (= 1.23.1-1) | libheif-plugin-aomdec (= 1.23.1-1)	libheif-plugin-x265 (= 1.23.1-1), libheif-plugin-aomenc (= 1.23.1-1)
libhogweed6t64	libc6 (>= 2.14), libgmp10 (>= 2:6.3.0+dfsg), libnettle8t64	
libhtml-form-perl	perl:any, libhtml-parser-perl, libhttp-message-perl (>= 7.01), liburi-perl	
libhtml-format-perl	perl:any, libfont-afm-perl, libhtml-tree-perl	
libhtml-parser-perl	perl (>= 5.42.2-3), perlapi-5.42.2, libc6 (>= 2.14), libhtml-tagset-perl, liburi-perl	libhttp-message-perl
libhtml-tagset-perl	perl:any	
libhtml-tree-perl	perl:any, libhtml-parser-perl, libhtml-tagset-perl	libhtml-format-perl, libwww-perl
libhttp-cookies-perl	perl:any, libhttp-date-perl, libhttp-message-perl	
libhttp-daemon-perl	perl:any, libhttp-date-perl, libhttp-message-perl, libio-socket-ip-perl, liblwp-mediatypes-perl, libsocket-perl	
libhttp-date-perl	perl:any, libtime-local-perl (>= 1.28), libtimedate-perl	
libhttp-message-perl	perl:any, libclone-perl, libcompress-raw-bzip2-perl, libcompress-raw-zlib-perl, libencode-locale-perl, libencode-perl, libhttp-date-perl, libio-html-perl, liblwp-mediatypes-perl, liburi-perl	libio-compress-brotli-perl
libhttp-negotiate-perl	perl:any, libhttp-message-perl	
libhwasan0	gcc-16-base (= 16.2.0-1), libc6 (>= 2.34), libgcc-s1 (>= 3.3)	
libhwy1t64	libc6 (>= 2.38), libgcc-s1 (>= 13), libstdc++6 (>= 5.2)	
libibus-1.0-5	libc6 (>= 2.38), libglib2.0-0t64 (>= 2.80.0)	
libice6	libc6 (>= 2.38), x11-common	
libicu78	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libstdc++6 (>= 14)	
libidn12	libc6 (>= 2.14)	
libidn2-0	libc6 (>= 2.14), libunistring5 (>= 1.1)	
libiec61883-0	libc6 (>= 2.4), libraw1394-11 (>= 2.1.2)	
libijs-0.35	libc6 (>= 2.14)	
libimath-3-2-30	libc6 (>= 2.4), libstdc++6 (>= 13.1)	
libio-compress-brotli-perl	perl (>= 5.42.2-3), perlapi-5.42.2, libbrotli1 (>= 0.6.0), libc6 (>= 2.4)	
libio-html-perl	perl:any	
libio-socket-ssl-perl	perl:any, libnet-ssleay-perl, netbase	libio-socket-ip-perl | libio-socket-inet6-perl, libsocket-perl | libsocket6-perl, liburi-perl | libnet-libidn-perl | libnet-idn-encode-perl
libio-stringy-perl	perl:any	
libipc-system-simple-perl	perl:any	
libisl23	libc6 (>= 2.38), libgmp10 (>= 2:6.3.0+dfsg)	
libitm1	gcc-16-base (= 16.2.0-1), libc6 (>= 2.34)	
libjack-jackd2-0	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libopus0 (>= 1.3.1-2~), libsamplerate0 (>= 0.1.7), libstdc++6 (>= 14)	
libjansson4	libc6 (>= 2.38)	
libjbig0	libc6 (>= 2.4)	
libjbig2dec0	libc6 (>= 2.38)	
libjemalloc2	libc6 (>= 2.38), libgcc-s1 (>= 3.3), libstdc++6 (>= 4.4)	
libjpeg62-turbo	libc6 (>= 2.38)	
libjq1	libc6 (>= 2.39), libonig5 (>= 6.8.1)	
libjson-c5	libc6 (>= 2.38)	
libjxl0.11	libbrotli1 (>= 0.6.0), libc6 (>= 2.43), libgcc-s1 (>= 3.4), libhwy1t64 (>= 1.0.3), liblcms2-2 (>= 2.13), libstdc++6 (>= 12)	
libjxr-tools	libc6 (>= 2.38), libjxr0t64 (>= 1.0)	
libjxr0t64	libc6 (>= 2.38)	
libk5crypto3	libc6 (>= 2.38), libkrb5support0 (= 1.22.1-3)	
libkeyutils1	libc6 (>= 2.38)	
libkmod2	libc6 (>= 2.38), libssl3t64 (>= 3.0.0)	
libkrb5-3	libkrb5support0 (= 1.22.1-3), libc6 (>= 2.38), libcom-err2 (>= 1.43.9), libk5crypto3 (>= 1.20), libkeyutils1 (>= 1.5.9), libssl3t64 (>= 3.0.0)	krb5-locales
libkrb5support0	libc6 (>= 2.38)	
liblcms2-2	libc6 (>= 2.38)	
libldap-common		
libldap2	libc6 (>= 2.38), libsasl2-2 (>= 2.1.28+dfsg1), libssl3t64 (>= 3.0.0)	libldap-common
liblerc4	libc6 (>= 2.29), libgcc-s1 (>= 3.3.1), libstdc++6 (>= 5.2)	
liblilv-0-0	libc6 (>= 2.34), libserd-0-0 (>= 0.30.2), libsord-0-0 (>= 0.14.0~dfsg0), libsratom-0-0 (>= 0.4.6~dfsg0), libzix-0-0 (>= 0.6.2)	
libllhttp9.4	libc6 (>= 2.3.4)	
libllvm21	libc6 (>= 2.38), libedit2 (>= 2.11-20080614-0), libffi8 (>= 3.4), libgcc-s1 (>= 4.3), libstdc++6 (>= 12), libxml2-16 (>= 2.14.1), libz3-4 (>= 4.13.3), libzstd1 (>= 1.5.5), zlib1g (>= 1:1.2.0)	
liblqr-1-0	libc6 (>= 2.27), libglib2.0-0t64 (>= 2.24.0)	
liblsan0	gcc-16-base (= 16.2.0-1), libc6 (>= 2.34), libgcc-s1 (>= 3.3)	
libltdl7	libc6 (>= 2.38)	
libluajit-5.1-2	libluajit-5.1-common (= 2.1.0+openresty20251030-1), libc6 (>= 2.38), libgcc-s1 (>= 3.3)	
libluajit-5.1-common		
liblwp-mediatypes-perl	perl:any	
liblwp-protocol-https-perl	perl:any, ca-certificates, libio-socket-ssl-perl, libnet-http-perl, libwww-perl	
liblz4-1	libc6 (>= 2.14), libxxhash0 (>= 0.6.5)	
liblzma-dev	liblzma5 (= 5.8.3-1)	
liblzma5	libc6 (>= 2.34)	
libmagickcore-7.q16-10	libbz2-1.0, libc6 (>= 2.38), libfftw3-double3 (>= 3.3.11), libfontconfig1 (>= 2.12.6), libfreetype6 (>= 2.10.1), libgcc-s1 (>= 3.3.1), libgomp1 (>= 6), libheif1 (>= 1.21.2), libjbig0 (>= 2.0), libjpeg62-turbo (>= 1:3.1.3), liblcms2-2 (>= 2.6), liblqr-1-0 (>= 0.4.0), libltdl7 (>= 2.5.4), liblzma5 (>= 5.1.1alpha+20120614), libopenjp2-7 (>= 2.0.0), libpng16-16t64 (>= 1.6.46), libraw25 (>= 0.22.0), libtiff6 (>= 4.5.0~rc1), libwebp7 (>= 1.5.0), libwebpdemux2 (>= 1.5.0), libwebpmux3 (>= 1.5.0), libx11-6, libxext6, libxml2-16 (>= 2.14.1), zlib1g (>= 1:1.2.3.4), imagemagick-7-common (>= 8:7.0.0~)	ghostscript, fonts-urw-base35
libmagickcore-7.q16-10-extra	libc6 (>= 2.38), libcairo2 (>= 1.6.0), libdjvulibre21 (>= 3.5.30), libglib2.0-0t64 (>= 2.12.0), libmagickcore-7.q16-10 (>= 8:7.1.2.26), libmagickwand-7.q16-10 (>= 8:7.1.1.21), libopenexr-3-4-33-imath-3-2, libpango-1.0-0 (>= 1.22.0), libpangocairo-1.0-0 (>= 1.14.0), libwmflite-0.2-7 (>= 0.2.12), libxml2-16 (>= 2.14.1)	libjxr-tools
libmagickwand-7.q16-10	libc6 (>= 2.38), libgcc-s1 (>= 3.3.1), libgomp1 (>= 4.9), libmagickcore-7.q16-10 (>= 8:7.1.2.29), libx11-6, imagemagick-7-common (>= 8:7.0.0~)	
libmailtools-perl	perl:any, libnet-perl, libnet-smtp-ssl-perl, libtest-simple-perl, libtimedate-perl	
libmd0	libc6 (>= 2.33)	
libmount1	libblkid1 (= 2.42.2-2), libc6 (>= 2.38), libselinux1 (>= 3.1~), libsystemd0 (>= 251)	
libmp3lame0	libc6 (>= 2.38), libmpg123-0t64 (>= 1.28.0)	
libmpc3	libc6 (>= 2.4), libgmp10 (>= 2:6.3.0+dfsg), libmpfr6 (>= 4.0.0)	
libmpfr6	libc6 (>= 2.38), libgmp10 (>= 2:6.3.0+dfsg)	
libmpg123-0t64	libc6 (>= 2.38)	
libmysofa1	libc6 (>= 2.38), zlib1g (>= 1:1.1.4)	
libncurses-dev	libtinfo6 (= 6.6+20260608-2), libncurses6 (= 6.6+20260608-2), libncursesw6 (= 6.6+20260608-2), libc6-dev | libc-dev	
libncurses6	libtinfo6 (= 6.6+20260608-2), libc6 (>= 2.38)	libgpm2
libncursesw6	libtinfo6 (= 6.6+20260608-2), libc6 (>= 2.38)	libgpm2
libnet-dbus-perl	perl (>= 5.42.2-3), perlapi-5.42.2, libc6 (>= 2.4), libdbus-1-3 (>= 1.10), libxml-twig-perl	
libnet-http-perl	perl:any, libio-socket-ip-perl, liburi-perl	libio-socket-ssl-perl
libnet-smtp-ssl-perl	libio-socket-ssl-perl, perl:any	libauthen-sasl-perl
libnet-ssleay-perl	perl (>= 5.42.2-3), perl-openssl-abi-3, perlapi-5.42.2, libc6 (>= 2.14), libssl3t64 (>= 3.2.0)	
libnetpbm11t64	libc6 (>= 2.38)	
libnettle8t64	libc6 (>= 2.17)	
libnghttp2-14	libc6 (>= 2.17)	
libnghttp3-9	libc6 (>= 2.14)	
libngtcp2-16	libc6 (>= 2.25)	
libngtcp2-crypto-gnutls8	libc6 (>= 2.14), libgnutls30t64 (>= 3.8.2), libngtcp2-16 (>= 1.24.0)	
libngtcp2-crypto-ossl0	libc6 (>= 2.14), libngtcp2-16 (>= 1.24.0), libssl3t64 (>= 3.5.1)	
libnode137	libada-url0-3 (>= 3.4.4), libbrotli1 (>= 1.1.0), libc6 (>= 2.38), libcares2 (>= 1.28.0), libgcc-s1 (>= 13), libhdr-histogram6 (>= 0.11.8), libicu78 (>= 78.1-1~), libllhttp9.4 (>= 9.4.1), libnghttp2-14 (>= 1.57.0), libsimdjson33 (>= 4.6.6), libsimdutf33 (>= 8.2.0), libsqlite3-0 (>= 3.37.0), libssl3t64 (>= 3.4.0), libstdc++6 (>= 13.1), libuv1t64 (>= 1.52.1), libzstd1 (>= 1.5.5), zlib1g (>= 1:1.1.4), node-acorn (>= 8.16.0~), node-minimatch (>= 9.0.3-5), node-undici (>= 5.0.0~)	
libnorm1t64	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libstdc++6 (>= 5)	
libnspr4	libc6 (>= 2.38)	
libnss-systemd	libc6 (>= 2.34)	systemd-userdbd
libnss3	libc6 (>= 2.34), libnspr4 (>= 2:4.34), libsqlite3-0 (>= 3.5.9)	
libnuma1	libc6 (>= 2.38)	
libobjc-15-dev	gcc-15-base (= 15.3.0-2), libgcc-15-dev (= 15.3.0-2), libobjc4 (>= 15.3.0-2)	
libobjc4	gcc-16-base (= 16.2.0-1), libc6 (>= 2.38), libgc1 (>= 1:7.2d), libgcc-s1 (>= 3.0)	
libogg0	libc6 (>= 2.14)	
libonig5	libc6 (>= 2.14)	
libonnx1l	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libprotobuf-lite32t64 (>= 3.21.12), libstdc++6 (>= 13.1)	
libonnxruntime-providers	libc6 (>= 2.38), libdnnl3.6 (>= 3.5.3), libgcc-s1 (>= 3.0), libstdc++6 (>= 14)	
libonnxruntime1.23	libc6 (>= 2.38), libcpuinfo0 (>= 0.0~git20240830.fa1c679), libgcc-s1 (>= 4.0), libonnx1l (>= 1.20.0), libprotobuf32t64 (>= 3.21.12), libpthreadpool0 (>= 0.0~git20200423.6acde9c), libre2-11-absl20260526, libstdc++6 (>= 14), libxnnpack0.20241108 (>= 0.0~git20241108.4ea82e5), libonnxruntime-providers (= 1.23.2+dfsg-6+b5)	
libopenal-data		
libopenal1	libopenal-data (= 1:1.25.2-1), libc6 (>= 2.38), libgcc-s1 (>= 4.3), libstdc++6 (>= 14)	libpipewire-0.3-0t64, libpulse0
libopenexr-3-4-33	libc6 (>= 2.43), libdeflate0 (>= 1.19), libgcc-s1 (>= 3.4), libimath-3-2-30 (>= 3.2.2), libopenjph0.28 (>= 0.28.1), libstdc++6 (>= 13.1)	
libopenjp2-7	libc6 (>= 2.38)	
libopenjph0.28	libc6 (>= 2.34), libgcc-s1 (>= 3.4), libstdc++6 (>= 13.1)	
libopenmpt0t64	libc6 (>= 2.32), libgcc-s1 (>= 4.0), libmpg123-0t64 (>= 1.33.0), libstdc++6 (>= 13.1), libvorbis0a (>= 1.1.2), libvorbisfile3 (>= 1.1.2), zlib1g (>= 1:1.1.4)	
libopus0	libc6 (>= 2.29)	
libp11-kit0	libc6 (>= 2.38), libffi8 (>= 3.4)	
libpam-modules		
libpam-modules-bin	libaudit1 (>= 1:2.2.1), libc6 (>= 2.38), libcrypt1 (>= 1:4.3.0), libpam0g (>= 0.99.7.1), libselinux1 (>= 3.1~), libsystemd0 (>= 254)	
libpam-runtime	debconf (>= 0.5) | debconf-2.0, libpam-modules	
libpam-systemd	libc6 (>= 2.34), libpam0g, systemd (= 261.2-1), libpam-runtime, default-dbus-system-bus | dbus-system-bus, systemd-sysv	dbus-user-session
libpam0g	libaudit1 (>= 1:2.2.1), libc6 (>= 2.34), debconf (>= 0.5) | debconf-2.0	
libpango-1.0-0	fontconfig (>= 2.17.0), libc6 (>= 2.38), libfribidi0 (>= 1.0.0), libglib2.0-0t64 (>= 2.82), libharfbuzz0b (>= 11.4.5), libthai0 (>= 0.1.25)	
libpangocairo-1.0-0	libc6 (>= 2.35), libcairo2 (>= 1.18.0), libfontconfig1 (>= 2.17.1), libglib2.0-0t64 (>= 2.82), libharfbuzz0b (>= 11.4.5), libpango-1.0-0 (= 1.58.0-1), libpangoft2-1.0-0 (= 1.58.0-1)	
libpangoft2-1.0-0	libc6 (>= 2.38), libfontconfig1 (>= 2.17.1), libfreetype6 (>= 2.2.1), libglib2.0-0t64 (>= 2.82), libharfbuzz0b (>= 11.4.5), libpango-1.0-0 (= 1.58.0-1)	
libpaper-utils	libpaper2 (>= 2.2.5), sensible-utils, libc6 (>= 2.38)	
libpaper2	debconf (>= 0.5) | debconf-2.0, libc6 (>= 2.14)	libpaper-utils
libpciaccess0	libc6 (>= 2.38), zlib1g (>= 1:1.2.3.4), pci.ids	
libpcre2-8-0	libc6 (>= 2.34)	
libperl5.42	libbz2-1.0, libc6 (>= 2.43), libcrypt1 (>= 1:4.1.0), libdb5.3t64, libgdbm-compat4t64 (>= 1.18-3), libgdbm6t64 (>= 1.21), zlib1g (>= 1:1.2.3.4), perl-modules-5.42 (>= 5.42.3-1)	
libpfm4	libc6 (>= 2.38)	
libpgm-5.3-0t64	libc6 (>= 2.38)	
libpipewire-0.3-0t64	libspa-0.2-modules (= 1.6.8-1), libc6 (>= 2.38)	libpipewire-0.3-common
libpipewire-0.3-common		
libpixman-1-0	libc6 (>= 2.29)	
libplacebo360	libc6 (>= 2.38), libgcc-s1 (>= 3.4), liblcms2-2 (>= 2.6), libstdc++6 (>= 13.1), libvulkan1 (>= 1.2.131.2)	
libpng16-16t64	libc6 (>= 2.29), zlib1g (>= 1:1.2.3.4)	
libproc2-1	libc6 (>= 2.38), libsystemd0	
libprotobuf-lite32t64	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libstdc++6 (>= 14)	
libprotobuf32t64	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libstdc++6 (>= 14), zlib1g (>= 1:1.1.4)	
libpsl5t64	libidn2-0 (>= 0.16), libc6 (>= 2.38), libunistring5 (>= 1.1)	publicsuffix (>= 20150507)
libpthreadpool0	libc6 (>= 2.34)	
libpulse0	libasyncns0 (>= 0.3), libc6 (>= 2.38), libdbus-1-3 (>= 1.10), libsndfile1 (>= 1.0.20), libsystemd0, libx11-6, libx11-xcb1, libxcb1	
libpython3-stdlib	libpython3.14-stdlib (>= 3.14.6)	
libpython3.14-minimal	libc6 (>= 2.14), libssl3t64 (>= 3.4.0)	libpython3.14-stdlib
libpython3.14-stdlib	libpython3.14-minimal (= 3.14.7-1), media-types | mime-support, netbase, tzdata, libbz2-1.0, libc6 (>= 2.42), libdb5.3t64, libffi8 (>= 3.4), liblzma5 (>= 5.1.1alpha+20120614), libncursesw6 (>= 6.1), libreadline8t64 (>= 7.0~beta), libsqlite3-0 (>= 3.36.0), libtinfo6 (>= 6), libuuid1 (>= 2.20.1), libzstd1 (>= 1.5.5)	
libquadmath0	gcc-16-base (= 16.2.0-1), libc6 (>= 2.38)	
librabbitmq4	libc6 (>= 2.17), libssl3t64 (>= 3.0.0)	
librav1e0.8	libc6 (>= 2.34), libgcc-s1 (>= 4.2)	
libraw1394-11	libc6 (>= 2.14)	
libraw25	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libgomp1 (>= 6), libjpeg62-turbo (>= 1.3.1), liblcms2-2 (>= 2.2+git20110628), libstdc++6 (>= 5.2)	
libre2-11	libabsl20260526 (>= 20260526.0-0~), libc6 (>= 2.38), libgcc-s1 (>= 3.0), libstdc++6 (>= 14)	
libreadline8t64	readline-common, libc6 (>= 2.38), libtinfo6 (>= 6)	
librist4	libc6 (>= 2.38), libcjson1 (>= 1.7.5), libgmp10 (>= 2:6.3.0+dfsg), libgnutls30t64 (>= 3.7.0), libhogweed6t64, liblz4-1 (>= 0.0~r130), libnettle8t64	
librsvg2-2	libc6 (>= 2.34), libcairo-gobject2 (>= 1.10.0), libcairo2 (>= 1.15.8), libdav1d7 (>= 0.1.0), libgcc-s1 (>= 4.2), libgdk-pixbuf-2.0-0 (>= 2.25.2), libglib2.0-0t64 (>= 2.54.0), libpango-1.0-0 (>= 1.48.11), libpangocairo-1.0-0 (>= 1.48.11), libxml2-16 (>= 2.14.1)	librsvg2-common
librsvg2-common	librsvg2-2 (= 2.62.1+dfsg-1), libc6 (>= 2.34), libgcc-s1 (>= 4.2), libgdk-pixbuf-2.0-0 (>= 2.23.5-2), libglib2.0-0t64 (>= 2.50.0)	
librubberband3	libc6 (>= 2.34), libfftw3-double3 (>= 3.3.10), libgcc-s1 (>= 3.0), libsamplerate0 (>= 0.1.7), libstdc++6 (>= 13.1)	
libsamplerate0	libc6 (>= 2.14)	
libsasl2-2	libsasl2-modules-db (>= 2.1.28+dfsg1-11), libc6 (>= 2.38), libssl3t64 (>= 3.0.0)	libsasl2-modules (>= 2.1.28+dfsg1-11)
libsasl2-modules	libc6 (>= 2.38), libssl3t64 (>= 3.0.0)	
libsasl2-modules-db	libc6 (>= 2.14), libdb5.3t64	
libsdl2-2.0-0	libsdl3-0 (>= 3.2.12), libc6 (>= 2.34)	
libsdl3-0	libasound2t64 (>= 1.0.27), libc6 (>= 2.43), libdecor-0-0 (>= 0.2.0), libdrm2 (>= 2.4.112), libfribidi0 (>= 0.19.2), libgbm1 (>= 17.1.0~rc2), libpulse0 (>= 5.0), libwayland-client0 (>= 1.23.0), libwayland-cursor0 (>= 1.0.2), libwayland-egl1 (>= 1.15.0), libx11-6 (>= 2:1.2.99.901), libxcursor1 (>> 1.1.2), libxext6, libxfixes3 (>= 1:5.0), libxi6 (>= 2:1.6.99.1), libxkbcommon0 (>= 1.12.3), libxrandr2 (>= 2:1.2.99.3), libxss1, libxtst6 (>= 2:1.2.5)	libegl1, libgl1 | libopengl0, libdbus-1-3, libudev1
libseccomp2	libc6 (>= 2.14)	
libsecret-1-0	libsecret-common, libc6 (>= 2.14), libgcrypt20 (>= 1.12.0), libglib2.0-0t64 (>= 2.83.0)	
libsecret-common		
libselinux1	libc6 (>= 2.38), libpcre2-8-0 (>= 10.22)	selinux-utils
libsemanage-common		
libsemanage2	libsemanage-common (>= 3.11-1), libaudit1 (>= 1:2.2.1), libbz2-1.0, libc6 (>= 2.38), libselinux1 (>= 3.11), libsepol2 (>= 3.11)	
libsensors-config		
libsensors5	libsensors-config, libc6 (>= 2.38)	
libsepol2	libc6 (>= 2.38)	
libserd-0-0	libc6 (>= 2.29)	
libsframe3	libc6 (>= 2.14)	
libsharpyuv0	libc6 (>= 2.29)	
libshine3	libc6 (>= 2.29)	
libsimdjson33	libc6 (>= 2.14), libgcc-s1 (>= 3.0), libstdc++6 (>= 13.1)	
libsimdutf33	libc6 (>= 2.14), libgcc-s1 (>= 3.0), libstdc++6 (>= 13.1)	
libsm6	libc6 (>= 2.14), libice6 (>= 1:1.0.0), libuuid1 (>= 2.16)	
libsmartcols1	libc6 (>= 2.38)	
libsnappy1v5	libc6 (>= 2.14), libstdc++6 (>= 5.2)	
libsndfile1	libc6 (>= 2.38), libflac14 (>= 1.5.0), libmp3lame0 (>= 3.100), libmpg123-0t64 (>= 1.28.0), libogg0 (>= 1.3.0), libopus0 (>= 1.1), libvorbis0a (>= 1.2.3), libvorbisenc2 (>= 1.1.2)	
libsodium26	libc6 (>= 2.34)	
libsord-0-0	libc6 (>= 2.14), libserd-0-0 (>= 0.30), libzix-0-0 (>= 0.4.2)	
libsoxr0	libc6 (>= 2.29), libgomp1 (>= 4.9)	
libspa-0.2-modules	libasound2t64 (>= 1.2.10), libc6 (>= 2.38), libdbus-1-3 (>= 1.10), libebur128-1 (>= 1.2.0), libfftw3-single3 (>= 3.3.11), libgcc-s1 (>= 3.0), liblilv-0-0 (>= 0.14.2~dfsg0), libmysofa1 (>= 0.6~), libonnxruntime1.23 (>= 1.23.1), libsndfile1 (>= 1.0.20), libstdc++6 (>= 12), libsystemd0, libudev1 (>= 183), libwebrtc-audio-processing-1-3 (>= 1.3)	
libspeex1	libc6 (>= 2.29)	
libsqlite3-0	libc6 (>= 2.38)	
libsratom-0-0	libc6 (>= 2.14), libserd-0-0 (>= 0.30.2), libsord-0-0 (>= 0.16.16)	
libsrt1.5-gnutls	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libgnutls30t64 (>= 3.7.0), libnettle8t64, libstdc++6 (>= 14)	
libssh-4	libc6 (>= 2.42), libfido2-1 (>= 1.8.0), libgssapi-krb5-2 (>= 1.17), libssl3t64 (>= 3.0.0), zlib1g (>= 1:1.1.4)	
libssh2-1t64	libc6 (>= 2.38), libssl3t64 (>= 3.0.0), zlib1g (>= 1:1.1.4)	
libssl3t64	libc6 (>= 2.38), libzstd1 (>= 1.5.5), zlib1g (>= 1:1.1.4), openssl-provider-legacy	
libstdc++-15-dev	gcc-15-base (= 15.3.0-2), libgcc-15-dev (= 15.3.0-2), libstdc++6 (>= 15.3.0-2), libc6-dev (>= 2.23-1~)	
libstdc++6	gcc-16-base (= 16.2.0-1), libc6 (>= 2.38), libgcc-s1 (>= 4.3)	
libsvtav1enc4	libc6 (>= 2.34)	
libswresample6	libavutil60 (>= 7:8.1.2), libc6 (>= 2.29), libsoxr0 (>= 0.1.0)	
