libswscale9	libavutil60 (= 7:8.1.2-2+b3), libc6 (>= 2.38), libstdc++6 (>= 13.1), zlib1g (>= 1:1.1.4)	
libsystemd-shared	libc6 (>= 2.34)	libacl1, libapparmor1, libaudit1, libblkid1, libbpf1, libcrypt1, libcryptsetup12, libkmod2, libmount1, libpam0g, libseccomp2, libselinux1, libzstd1
libsystemd0	libc6 (>= 2.34)	libzstd1
libtasn1-6	libc6 (>= 2.38)	
libtext-iconv-perl	perl-base (>= 5.42.2-3), perlapi-5.42.2, libc6 (>= 2.4)	
libthai-data		
libthai0	libthai-data, libc6 (>= 2.14), libdatrie1 (>= 0.2.1)	
libtheoradec2	libc6 (>= 2.14), libcairo2 (>= 1.2.4)	
libtheoraenc2	libc6 (>= 2.14), libogg0 (>= 1.1.0)	
libtie-ixhash-perl	perl:any	
libtiff6	libc6 (>= 2.38), libdeflate0 (>= 1.0), libjbig0 (>= 2.0), libjpeg62-turbo (>= 1:3.1.3), liblerc4 (>= 3.0), liblzma5 (>= 5.1.1alpha+20120614), libwebp7 (>= 1.5.0), libzstd1 (>= 1.5.5), zlib1g (>= 1:1.1.4)	
libtimedate-perl	perl:any	
libtinfo6	libc6 (>= 2.42)	
libtree-sitter0.26	libc6 (>= 2.14)	
libtry-tiny-perl	perl:any	
libtsan2	gcc-16-base (= 16.2.0-1), libc6 (>= 2.34), libgcc-s1 (>= 3.4)	
libtss2-esys-3.0.2-0t64	libtss2-tcti-cmd0t64, libtss2-tcti-device0t64, libtss2-tcti-mssim0t64, libtss2-tcti-swtpm0t64, libc6 (>= 2.34), libssl3t64 (>= 3.0.0), libtss2-mu-4.0.1-0t64 (>= 3.0.1), libtss2-sys1t64 (>= 4.0.1)	tpm-udev (>= 4.1.3-7)
libtss2-mu-4.0.1-0t64	libc6 (>= 2.14)	tpm-udev (>= 4.1.3-7)
libtss2-rc0t64	libc6 (>= 2.4)	tpm-udev (>= 4.1.3-7)
libtss2-sys1t64	libc6 (>= 2.14), libtss2-mu-4.0.1-0t64 (>= 3.0.1)	tpm-udev (>= 4.1.3-7)
libtss2-tcti-cmd0t64	libc6 (>= 2.4), libtss2-mu-4.0.1-0t64 (>= 3.0.1)	tpm-udev (>= 4.1.3-7)
libtss2-tcti-device0t64	libc6 (>= 2.4), libtss2-mu-4.0.1-0t64 (>= 3.0.1)	tpm-udev (>= 4.1.3-7)
libtss2-tcti-mssim0t64	libc6 (>= 2.38), libtss2-mu-4.0.1-0t64 (>= 3.0.1)	tpm-udev (>= 4.1.3-7)
libtss2-tcti-swtpm0t64	libc6 (>= 2.38), libtss2-mu-4.0.1-0t64 (>= 3.0.1)	tpm-udev (>= 4.1.3-7)
libtwolame0	libc6 (>= 2.29)	
libubsan1	gcc-16-base (= 16.2.0-1), libc6 (>= 2.34), libgcc-s1 (>= 3.3), libstdc++6 (>= 4.1.1)	
libudev1	libc6 (>= 2.34)	
libudfread3	libc6 (>= 2.14)	
libunibilium4	libc6 (>= 2.14)	
libunibreak7	libc6 (>= 2.4)	
libunistring5	libc6 (>= 2.34)	
libunwind8	libc6 (>= 2.34), liblzma5 (>= 5.1.1alpha+20110809)	
liburi-perl	perl:any, libencode-perl, libscalar-list-utils-perl	
libusb-1.0-0	libc6 (>= 2.38), libudev1 (>= 183)	
libutf8proc3	libc6 (>= 2.4)	
libuuid1	libc6 (>= 2.38)	
libuv1t64	libc6 (>= 2.38)	
libva-drm2	libc6 (>= 2.34), libdrm2 (>= 2.4.60), libva2 (>= 2.24.1), libva2 (<< 2.24.1.1)	
libva-x11-2	libc6 (>= 2.33), libdrm2 (>= 2.4.60), libva2 (>= 2.24.1), libva2 (<< 2.24.1.1), libx11-6 (>= 2:1.4.99.1), libx11-xcb1, libxcb-dri3-0, libxcb1, libxext6, libxfixes3	
libva2	libc6 (>= 2.38)	va-driver-all | va-driver
libvdpau1	libc6 (>= 2.38), libx11-6 (>= 2:1.4.99.1), libxext6	
libvidstab1.2	libc6 (>= 2.29), libgomp1 (>= 4.9)	
libvorbis0a	libc6 (>= 2.35), libogg0 (>= 1.1.0)	
libvorbisenc2	libc6 (>= 2.4), libvorbis0a (= 1.3.7-3+b2)	
libvorbisfile3	libc6 (>= 2.14), libogg0 (>= 1.1.0), libvorbis0a (= 1.3.7-3+b2)	
libvpl2	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libstdc++6 (>= 5.2)	
libvpx12	libc6 (>= 2.34)	
libvulkan1	libc6 (>= 2.38)	mesa-vulkan-drivers | vulkan-icd
libwayland-client0	libc6 (>= 2.38), libffi8 (>= 3.4)	
libwayland-cursor0	libc6 (>= 2.28), libwayland-client0 (>= 1.20.0)	
libwayland-egl1	libc6 (>= 2.2.5)	
libwebp7	libc6 (>= 2.34), libsharpyuv0 (>= 1.5.0)	
libwebpdemux2	libc6 (>= 2.14), libwebp7 (>= 1.5.0)	
libwebpmux3	libc6 (>= 2.29), libwebp7 (>= 1.5.0)	
libwebrtc-audio-processing-1-3	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libstdc++6 (>= 12)	
libwmflite-0.2-7	libc6 (>= 2.38)	
libwww-perl	perl:any, ca-certificates, libencode-locale-perl, libfile-listing-perl, libhtml-parser-perl, libhtml-tagset-perl, libhtml-tree-perl, libhttp-cookies-perl, libhttp-date-perl, libhttp-message-perl (>= 7.01), libhttp-negotiate-perl, liblwp-mediatypes-perl, liblwp-protocol-https-perl, libnet-http-perl, libtry-tiny-perl, liburi-perl, libwww-robotrules-perl, netbase	libdata-dump-perl, libhtml-form-perl, libhtml-format-perl, libhttp-daemon-perl, libmailtools-perl
libwww-robotrules-perl	perl:any, liburi-perl	
libx11-6	libc6 (>= 2.38), libxcb1 (>= 1.11.1), libx11-data	
libx11-data		
libx11-protocol-perl	perl:any	perl | libio-socket-ip-perl
libx11-xcb1	libx11-6 (= 2:1.8.13-1)	
libx264-165	libc6 (>= 2.38)	
libx265-216	libc6 (>= 2.38), libnuma1 (>= 2.0.11), libstdc++6 (>= 13.1)	
libxau6	libc6 (>= 2.33)	
libxaw7	libc6 (>= 2.38), libx11-6, libxext6, libxmu6 (>= 2:1.1.3), libxpm4, libxt6t64	
libxcb-dri3-0	libc6 (>= 2.4), libxcb1 (>= 1.12)	
libxcb-glx0	libc6 (>= 2.4), libxcb1	
libxcb-present0	libc6 (>= 2.4), libxcb1	
libxcb-randr0	libc6 (>= 2.4), libxcb1 (>= 1.9.2)	
libxcb-render0	libc6 (>= 2.14), libxcb1 (>= 1.8)	
libxcb-shape0	libc6 (>= 2.4), libxcb1	
libxcb-shm0	libc6 (>= 2.4), libxcb1 (>= 1.12)	
libxcb-sync1	libc6 (>= 2.14), libxcb1	
libxcb-xfixes0	libc6 (>= 2.4), libxcb1	
libxcb-xkb1	libc6 (>= 2.14), libxcb1	
libxcb1	libc6 (>= 2.38), libxau6 (>= 1:1.0.11), libxdmcp6 (>= 1:1.1.5)	
libxcomposite1	libc6 (>= 2.4), libx11-6 (>= 2:1.4.99.1)	
libxcursor1	libc6 (>= 2.38), libx11-6 (>= 2:1.4.99.1), libxfixes3, libxrender1 (>= 1:0.9.12)	
libxdamage1	libc6 (>= 2.4), libx11-6 (>= 2:1.4.99.1)	
libxdmcp6	libc6 (>= 2.36)	
libxext6	libc6 (>= 2.14), libx11-6 (>= 2:1.6.0)	
libxfixes3	libc6 (>= 2.14), libx11-6 (>= 2:1.6.0)	
libxft2	libc6 (>= 2.38), libfontconfig1 (>= 2.12.6), libfreetype6 (>= 2.3.5), libx11-6, libxrender1 (>= 1:0.9.12)	
libxi6	libc6 (>= 2.14), libx11-6 (>= 2:1.6.0), libxext6	
libxinerama1	libc6 (>= 2.4), libx11-6 (>= 2:1.6.0), libxext6	
libxkbcommon-x11-0	libxkbcommon0 (= 1.13.1-1), libc6 (>= 2.38), libxcb-xkb1, libxcb1 (>= 1.6)	
libxkbcommon0	xkb-data, libc6 (>= 2.38)	
libxkbfile1	libc6 (>= 2.38), libx11-6	
libxml-parser-perl	perl (>= 5.42.2-3), perlapi-5.42.2, libc6 (>= 2.14), libexpat1 (>= 2.0.1), liburi-perl, libwww-perl	
libxml-twig-perl	perl:any, libxml-parser-perl	libhtml-parser-perl, libtext-iconv-perl, libtie-ixhash-perl, libwww-perl, libxml-xpathengine-perl | libxml-xpath-perl
libxml-xpathengine-perl	perl:any	
libxml2-16	libc6 (>= 2.38), zlib1g (>= 1:1.2.2.3)	
libxml2-dev	liblzma-dev, libxml2-16 (= 2.15.3+dfsg-1), zlib1g-dev	
libxmu6	libc6 (>= 2.38), libx11-6, libxext6, libxt6t64	
libxmuu1	libc6 (>= 2.4), libx11-6	
libxnnpack0.20241108	libc6 (>= 2.38), libcpuinfo0 (>= 0.0~git20231104.d6860c4~), libgcc-s1 (>= 3.4), libpthreadpool0 (>= 0.0~git20240616.560c60d)	
libxpm4	libc6 (>= 2.38), libx11-6	
libxrandr2	libc6 (>= 2.14), libx11-6 (>= 2:1.6.0), libxext6, libxrender1 (>= 1:0.9.12)	
libxrender1	libc6 (>= 2.14), libx11-6 (>= 2:1.6.0)	
libxres1	libc6 (>= 2.4), libx11-6 (>= 2:1.6.0), libxext6	
libxshmfence1	libc6 (>= 2.38)	
libxss1	libc6 (>= 2.4), libx11-6 (>= 2:1.4.99.1), libxext6, x11-common	
libxt6t64	libc6 (>= 2.38), libice6 (>= 1:1.0.0), libsm6 (>= 2:1.2.6), libx11-6	
libxtst6	libc6 (>= 2.4), libx11-6 (>= 2:1.6.0), libxext6, x11-common	
libxv1	libc6 (>= 2.14), libx11-6 (>= 2:1.6.0), libxext6	
libxvidcore4	libc6 (>= 2.38)	
libxxf86dga1	libc6 (>= 2.34), libx11-6 (>= 2:1.6.0), libxext6	
libxxf86vm1	libc6 (>= 2.4), libx11-6 (>= 2:1.6.0), libxext6	
libxxhash0	libc6 (>= 2.14)	
libyaml-0-2	libc6 (>= 2.14)	
libz3-4	libc6 (>= 2.38), libgcc-s1 (>= 3.4), libstdc++6 (>= 14)	
libz3-dev	libz3-4 (= 4.13.3-1.1)	
libzimg2	libc6 (>= 2.32), libgcc-s1 (>= 3.0), libstdc++6 (>= 14)	
libzix-0-0	libc6 (>= 2.34)	
libzmq5	libbsd0 (>= 0.0), libc6 (>= 2.38), libgcc-s1 (>= 3.0), libgssapi-krb5-2 (>= 1.17), libnorm1t64 (>= 1.5r6), libpgm-5.3-0t64 (>= 5.1.116~dfsg), libsodium26 (>= 1.0.3), libstdc++6 (>= 12)	
libzstd1	libc6 (>= 2.34)	
libzvbi-common		
libzvbi0t64	libc6 (>= 2.38), libpng16-16t64 (>= 1.6.46), libzvbi-common (= 0.2.45-1)	
linux-libc-dev		
linux-sysctl-defaults		
llvm-21	llvm-21-runtime (= 1:21.1.8-10), llvm-21-linker-tools (= 1:21.1.8-10), libc6 (>= 2.38), libcurl4t64 (>= 7.16.2), libgcc-s1 (>= 4.3), libllvm21 (>= 1:21.1.0), libpfm4, libstdc++6 (>= 12), libz3-4 (>= 4.13.3), libzstd1 (>= 1.5.5), zlib1g (>= 1:1.2.0)	llvm-21-dev
llvm-21-dev	libc6 (>= 2.2.5), libgcc-s1 (>= 3.0), libllvm21 (= 1:21.1.8-10), libstdc++6 (>= 4.1.1), libffi-dev, llvm-21 (= 1:21.1.8-10), libncurses-dev, llvm-21-tools (= 1:21.1.8-10), libclang-cpp21 (= 1:21.1.8-10), libxml2-dev, libz3-dev	
llvm-21-linker-tools	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libllvm21 (>= 1:21.1.0), libstdc++6 (>= 11)	
llvm-21-runtime	libc6 (>= 2.38), libgcc-s1 (>= 3.3), libllvm21 (>= 1:21.1.0), libstdc++6 (>= 12), libz3-4 (>= 4.13.3), libzstd1 (>= 1.5.5), zlib1g (>= 1:1.1.4)	binfmt-support | systemd
llvm-21-tools	libc6 (>= 2.38), libgcc-s1 (>= 3.3), libllvm21 (>= 1:21.1.0), libstdc++6 (>= 11), libz3-4 (>= 4.13.3), libzstd1 (>= 1.5.5), zlib1g (>= 1:1.1.4), python3:any, python3-pygments, python3-yaml	
login	libpam-modules, libpam-runtime, libaudit1 (>= 1:2.2.1), libc6 (>= 2.38), libpam0g (>= 0.99.7.1)	util-linux-extra
login.defs		
lua-lpeg	libc6 (>= 2.14)	
lua-luv	libc6 (>= 2.38), libuv1t64 (>= 1.50.0)	
luit	libc6 (>= 2.38)	
manpages		
manpages-dev	manpages	
mawk	libc6 (>= 2.38)	
media-types		
mesa-libgallium	libc6 (>= 2.42), libdrm-amdgpu1 (>= 2.4.134-3~), libdrm-intel1 (>= 2.4.134-3~), libdrm2 (>= 2.4.134-3~), libelf1t64 (>= 0.142), libexpat1 (>= 2.0.1), libgcc-s1 (>= 3.4), libllvm21 (>= 1:21.1.0), libsensors5 (>= 1:3.5.0), libstdc++6 (>= 11), libx11-xcb1, libxcb-dri3-0 (>= 1.13), libxcb-present0, libxcb-randr0, libxcb-sync1, libxcb-xfixes0, libxcb1 (>= 1.9.2), libxshmfence1, libzstd1 (>= 1.5.5), zlib1g (>= 1:1.2.3.4)	
mesa-vulkan-drivers	libvulkan1, libc6 (>= 2.42), libdisplay-info3 (>= 0.3.0), libdrm-amdgpu1 (>= 2.4.134-3~), libdrm2 (>= 2.4.134-3~), libelf1t64 (>= 0.142), libexpat1 (>= 2.0.1), libgcc-s1 (>= 4.2), libllvm21 (>= 1:21.1.0), libpng16-16t64 (>= 1.6.46), libstdc++6 (>= 13.1), libwayland-client0 (>= 1.24.0), libx11-xcb1, libxcb-dri3-0 (>= 1.17.0), libxcb-present0 (>= 1.17.0), libxcb-randr0 (>= 1.13), libxcb-shm0, libxcb-sync1, libxcb-xfixes0, libxcb1 (>= 1.9.2), libxshmfence1, libzstd1 (>= 1.5.5), zlib1g (>= 1:1.2.3.4)	
mount		
ncurses-base		
ncurses-bin		
ncurses-term	ncurses-base (= 6.6+20260608-2)	
neovim	neovim-runtime (= 0.12.4-1), libc6 (>= 2.42), libluajit-5.1-2 (>= 2.0.4) | libluajit-5.1-2 (>= 2.1.0+openresty), libtree-sitter0.26 (>= 0.26), libunibilium4 (>= 2.0), libutf8proc3 (>= 2.9.0), libuv1t64 (>= 1.46.0), lua-lpeg (>= 1.1.0), lua-luv (>= 1.51.0-1)	python3-pynvim (>= 0.5.2-2~), xclip | xsel | wl-clipboard, xxd
neovim-runtime		
netbase		
netpbm	libnetpbm11t64 (= 2:11.13.03+ds-2), libc6 (>= 2.38), libjpeg62-turbo (>= 1.3.1), libpng16-16t64 (>= 1.6.46), libtiff6 (>= 4.0.3), libx11-6, libxml2-16 (>= 2.14.1), zlib1g (>= 1:1.1.4)	ghostscript
node-acorn	nodejs:any, node-xtend	
node-balanced-match		
node-brace-expansion	node-balanced-match	
node-corepack	nodejs:any	
node-debug	node-ms	
node-llhttp	node-debug, node-semver	
node-lru-cache		
node-minimatch	node-brace-expansion	
node-ms	nodejs:any	
node-semver	nodejs:any, node-lru-cache	
node-undici	node-llhttp (>= 9.3.3~really9.3.0~)	
node-xtend		
nodejs	libc6 (>= 2.34), libnode137 (= 24.19.0+dfsg+~cs24.13.3-1), node-corepack	ca-certificates, nodejs-doc
nodejs-doc		nodejs
ocl-icd-libopencl1	libc6 (>= 2.38)	
openssh-client	openssh-common (= 1:10.4p1-5), systemd | systemd-standalone-sysusers | systemd-sysusers, systemd | systemd-standalone-tmpfiles | systemd-tmpfiles, libc6 (>= 2.42), libedit2 (>= 2.11-20080614-0), libselinux1 (>= 3.1~), libssl3t64 (>= 3.0.0), zlib1g (>= 1:1.1.4)	xauth
openssh-common	libc6 (>= 2.38), libfido2-1 (>= 1.8.0), libselinux1 (>= 3.1~), libssl3t64 (>= 3.0.0)	
openssl	libc6 (>= 2.38), libssl3t64 (>= 3.6.0)	
openssl-provider-legacy	libc6 (>= 2.14), libssl3t64 (>= 3.6.0)	
passwd	base-passwd (>= 3.6.4), libpam-modules, login.defs, libacl1 (>= 2.2.23), libattr1 (>= 1:2.4.44), libaudit1 (>= 1:2.2.1), libbsd0 (>= 0.11.0), libc6 (>= 2.38), libcrypt1 (>= 1:4.1.0), libpam0g (>= 0.99.7.1), libselinux1 (>= 3.1~), libsemanage2 (>= 2.0.32)	sensible-utils
patch	libc6 (>= 2.34)	
pci.ids		
perl	perl-base (= 5.42.3-1), perl-modules-5.42 (>= 5.42.3-1), libperl5.42 (= 5.42.3-1)	netbase
perl-base		
perl-modules-5.42	perl-base (>= 5.42.3-1)	perl (>= 5.42.3-1)
perl-openssl-defaults	libc6 (>= 2.34), libssl3t64 (>= 3.0.0)	
poppler-data		
procps	libc6 (>= 2.38), libncursesw6 (>= 6.1), libproc2-1 (>= 2:4.0.7), libsystemd0 (>= 254), libtinfo6 (>= 6)	psmisc, linux-sysctl-defaults
psmisc	libc6 (>= 2.38), libtinfo6 (>= 6)	
publicsuffix		
python3	python3.14 (>= 3.14.6), libpython3-stdlib (= 3.14.6-1)	
python3-gi	gir1.2-girepository-3.0 (>= 2.86.0-7~), gir1.2-glib-2.0 (>= 2.86.0-7~), python3 (<< 3.15), python3 (>= 3.13~), python3:any, libc6 (>= 2.14), libffi8 (>= 3.4), libgirepository-2.0-0 (>= 2.86.0-7~), libgirepository-2.0-0-with-libffi8 (>= 2.86.0-7~), libglib2.0-0t64 (>= 2.86.0-7~)	
python3-greenlet	python3 (<< 3.15), python3 (>= 3.13~), python3:any, libc6 (>= 2.14), libgcc-s1 (>= 3.0), libstdc++6 (>= 14)	
python3-minimal		
python3-msgpack	python3 (<< 3.15), python3 (>= 3.13~), python3:any, libc6 (>= 2.14)	
python3-pygments	python3:any	
python3-pynvim	python3-greenlet (>= 3.0), python3-msgpack (>= 1), python3-supported-min (>= 3.12) | python3-typing-extensions, python3:any	neovim
python3-yaml	python3 (<< 3.15), python3 (>= 3.13~), python3:any, libc6 (>= 2.14), libyaml-0-2	
python3.14	python3.14-minimal (= 3.14.7-1), libpython3.14-stdlib (= 3.14.7-1), media-types | mime-support, tzdata	ca-certificates
python3.14-minimal	libpython3.14-minimal (= 3.14.7-1), libexpat1 (>= 2.8.0), zlib1g (>= 1:1.2.0)	python3.14
readline-common		
ripgrep	libc6 (>= 2.39), libgcc-s1 (>= 4.2), libpcre2-8-0 (>= 10.22)	
sed		
sensible-utils		
shared-mime-info	libc6 (>= 2.38), libgcc-s1 (>= 3.0), libglib2.0-0t64 (>= 2.76.0), libstdc++6 (>= 12), libxml2-16 (>= 2.14.1)	
sqlite3	libc6 (>= 2.38), libreadline8t64 (>= 6.0), zlib1g (>= 1:1.2.0), libsqlite3-0 (= 3.53.4-2)	
sqv	libc6 (>= 2.34), libgcc-s1 (>= 4.2), libgmp10 (>= 2:6.3.0+dfsg), libhogweed6t64, libnettle8t64 (>= 3.9~)	
systemd	libblkid1, libmount1, libsystemd0 (= 261.2-1)	default-dbus-system-bus | dbus-system-bus, linux-sysctl-defaults, login, mount, systemd-timesyncd | time-daemon, systemd-tpm, systemd-cryptsetup, libacl1, libbpf1, libcryptsetup12, libgcrypt20, libpam0g, libseccomp2, libselinux1, libssl3t64
systemd-cryptsetup	libc6 (>= 2.34), libsystemd-shared (= 261.2-1), libcryptsetup12	libssl3t64
systemd-sysv	systemd (= 261.2-1)	libpam-systemd, libnss-systemd
systemd-timesyncd	libc6 (>= 2.34), libsystemd-shared (= 261.2-1), systemd	
systemd-tpm	libc6 (>= 2.34), libsystemd-shared (= 261.2-1), libssl3t64, libtss2-esys-3.0.2-0t64, libtss2-mu-4.0.1-0t64, libtss2-rc0t64, libtss2-tcti-device0t64, tpm-udev	
systemd-userdbd	libc6 (>= 2.34), libsystemd-shared (= 261.2-1), systemd (= 261.2-1), libnss-systemd (= 261.2-1)	
sysvinit-utils	libc6 (>= 2.38)	
tar		
tmux	systemd | systemd-standalone-tmpfiles | systemd-tmpfiles, libc6 (>= 2.42), libevent-core-2.1-7t64 (>= 2.1.8-stable), libjemalloc2 (>= 2.1.1), libsystemd0 (>= 237), libtinfo6 (>= 6.5)	
tpm-udev	systemd | systemd-standalone-sysusers | systemd-sysusers, systemd | systemd-standalone-tmpfiles | systemd-tmpfiles	
tzdata	debconf (>= 0.5) | debconf-2.0	
user-session-migration	libc6 (>= 2.34), libglib2.0-0t64 (>= 2.76.0)	
util-linux		sensible-utils
x11-common	lsb-base	
x11-utils	libc6 (>= 2.38), libfontconfig1 (>= 2.12.6), libgl1, libx11-6, libx11-xcb1 (>= 2:1.8.7), libxaw7 (>= 2:1.0.14), libxcb-shape0, libxcb1 (>= 1.6), libxcomposite1 (>= 1:0.4.5), libxext6, libxft2 (>> 2.1.1), libxi6, libxinerama1 (>= 2:1.1.4), libxkbfile1 (>= 1:1.1.0), libxmu6 (>= 2:1.1.3), libxmuu1 (>= 2:1.1.3), libxrandr2 (>= 2:1.2.0), libxrender1, libxt6t64 (>= 1:1.1.0), libxtst6, libxv1, libxxf86dga1 (>= 2:1.1.5), libxxf86vm1	luit
x11-xserver-utils	libc6 (>= 2.38), libice6 (>= 1:1.0.0), libx11-6, libxaw7 (>= 2:1.0.16), libxcursor1 (>> 1.1.2), libxext6, libxi6, libxmu6 (>= 2:1.1.3), libxmuu1 (>= 2:1.1.3), libxrandr2 (>= 2:1.5.0), libxt6t64, libxxf86vm1, cpp	
xauth	libc6 (>= 2.38), libx11-6, libxau6 (>= 1:1.0.11), libxext6, libxmuu1 (>= 2:1.1.3)	
xclip	libc6 (>= 2.34), libx11-6, libxmu6 (>= 2:1.1.3)	xauth
xdg-user-dirs	libc6 (>= 2.34)	
xdg-utils		libfile-mimeinfo-perl, libnet-dbus-perl, libx11-protocol-perl, x11-utils, x11-xserver-utils
xfonts-encodings	x11-common	
xfonts-utils	libc6 (>= 2.38), libfontenc1 (>= 1:1.1.8), libfreetype6 (>= 2.6), zlib1g (>= 1:1.1.4), x11-common, xfonts-encodings	
xkb-data		
xxd	libc6 (>= 2.38)	
zlib1g	libc6 (>= 2.14)	
zlib1g-dev	zlib1g (= 1:1.3.dfsg+really1.3.2-3), libc6-dev | libc-dev	
zsh	zsh-common (= 5.9.2-1), libc6 (>= 2.38), libcap2 (>= 1:2.10), libtinfo6 (>= 6), debianutils (>= 5.3-1~)	libgdbm6t64 (>= 1.16), libncursesw6 (>= 6), libpcre2-8-0 (>= 10.22)
zsh-common		zsh
