adwaita-icon-theme	50.0-2	13488	default icon theme of GNOME
 This package contains the default icon theme used by the GNOME desktop.
 The icons are used in core apps like Settings, Files, and GNOME Shell.
 .
 Other apps are recommended to include their own icons using the GNOME
 Design Team's Icon Development Kit.
alacritty	0.16.1-4	8467	Fast, cross-platform, OpenGL terminal emulator
 Alacritty is a modern terminal emulator that comes with sensible defaults, but
 allows for extensive configuration. By integrating with other applications,
 rather than reimplementing their functionality, it manages to provide a
 flexible set of features with high performance.
alsa-topology-conf	1.2.5.1-3	420	ALSA topology configuration files
 This package contains ALSA topology configuration files that can be used
 by libasound2 for specific audio hardware.
 .
 ALSA is the Advanced Linux Sound Architecture.
alsa-ucm-conf	1.2.16.1-1	1612	ALSA Use Case Manager configuration files
 This package contains ALSA Use Case Manager configuration of audio
 input/output names and routing for specific audio hardware. They can be
 used with the alsaucm tool.
 .
 Installing these configuration files is absolutely necessary to make some
 sound hardware work. Its installation is highly recommended in order to
 use ALSA-backed hardware.
 .
 ALSA is the Advanced Linux Sound Architecture.
apt	3.3.2	4774	commandline package manager
 This package provides commandline tools for searching and
 managing as well as querying information about packages
 as a low-level access to all features of the libapt-pkg library.
 .
 These include:
  * apt-get for retrieval of packages and information about them
    from authenticated sources and for installation, upgrade and
    removal of packages together with their dependencies
  * apt-cache for querying available information about installed
    as well as installable packages
  * apt-cdrom to use removable media as a source for packages
  * apt-config as an interface to the configuration settings
  * apt-extracttemplates is used by debconf to prompt for configuration
    questions before installation.
at-spi2-common	2.61.1-1	1374	Assistive Technology Service Provider Interface (common files)
 This package contains the common resource files of GNOME Accessibility.
at-spi2-core	2.61.1-1	213	Assistive Technology Service Provider Interface (D-Bus core)
 This package contains the core components of GNOME Accessibility.
base-files	14.2	501	Debian base system miscellaneous files
 This package contains the basic filesystem hierarchy of a Debian system, and
 several important miscellaneous files, such as /etc/debian_version,
 /etc/host.conf, /etc/issue, /etc/motd, /etc/profile, and others,
 and the text of several common licenses in use on Debian systems.
base-passwd	3.6.8	285	Debian base system master password and group files
 These are the canonical master copies of the user database files
 (/etc/passwd and /etc/group), containing the Debian-allocated user and
 group IDs. The update-passwd tool is provided to keep the system databases
 synchronized with these master files.
bash	5.3-3	7276	GNU Bourne Again SHell
 Bash is an sh-compatible command language interpreter that executes
 commands read from the standard input or from a file.  Bash also
 incorporates useful features from the Korn and C shells (ksh and csh).
 .
 Bash is ultimately intended to be a conformant implementation of the
 IEEE POSIX Shell and Tools specification (IEEE Working Group 1003.2).
 .
 The Programmable Completion Code, by Ian Macdonald, is now found in
 the bash-completion package.
bash-completion	1:2.16.0-8	1952	programmable completion for the bash shell
 bash completion extends bash's standard completion behavior to achieve
 complex command lines with just a few keystrokes.  This project was
 conceived to produce programmable completion routines for the most
 common Linux/UNIX commands, reducing the amount of typing sysadmins
 and programmers need to do on a daily basis.
bat	0.26.1+ds-1	5356	cat(1) clone with syntax highlighting and git integration
 bat is a drop-in cat(1) replacement featuring:
 .
  * syntax highlighting for a large number of languages;
  * git integration;
  * automatic paging;
  * a user-friendly command-line interface.
 .
 In this package the executable and its manpage have been renamed from ‘bat’ to
 ‘batcat’ because of a file name clash with another Debian package.
binutils	2.47-2	1119	GNU assembler, linker and binary utilities
 The programs in this package are used to assemble, link and manipulate
